Date,Close,Returns,Log Returns
2024-01-03,183.15,0.993,-0.0075157523282193
2024-01-04,180.824,0.987,-0.01278130262769114
2024-01-05,180.099,0.996,-0.004021236313795066
2024-01-08,184.453,1.024,0.023887305566656403
2024-01-09,184.035,0.998,-0.0022659968895570853
2024-01-10,185.079,1.006,0.005655434797037974
2024-01-11,184.482,0.997,-0.003227724128192232
2024-01-12,184.81,1.002,0.0017764672040099616
2024-01-16,182.534,0.988,-0.012393462857951228
2024-01-17,181.59,0.995,-0.005187073560588268
2024-01-18,187.504,1.033,0.0320515189382567
2024-01-19,190.417,1.016,0.015413612067393211
2024-01-22,192.733,1.012,0.012089947648123473
2024-01-23,194.015,1.007,0.006631230422468175
2024-01-24,193.339,0.997,-0.003490005927991992
2024-01-25,193.011,0.998,-0.0016981140627123589
2024-01-26,191.272,0.991,-0.009053697796835297
2024-01-29,190.586,0.996,-0.0035922736858030827
2024-01-30,186.918,0.981,-0.019433377929887485
2024-01-31,183.299,0.981,-0.0195473651778148
2024-02-01,185.745,1.013,0.013252246698829637
2024-02-02,184.741,0.995,-0.005419750034111433
2024-02-05,186.56,1.01,0.009798396469637208
2024-02-06,188.17,1.009,0.008594860818565074
2024-02-07,188.28,1.001,0.0005808435218898982
2024-02-08,187.196,0.994,-0.0057713410809924455
2024-02-09,187.962,1.004,0.004085599213277118
2024-02-12,186.27,0.991,-0.009042565510114363
2024-02-13,184.17,0.989,-0.011338574754835965
2024-02-14,183.285,0.995,-0.004821215636910498
2024-02-15,182.996,0.998,-0.0015760343444298467
2024-02-16,181.453,0.992,-0.008466029331168653
2024-02-20,180.707,0.996,-0.004122441208091504
2024-02-21,181.463,1.004,0.004177267779550761
2024-02-22,183.504,1.011,0.011181188911481238
2024-02-23,181.662,0.99,-0.010084784287379925
2024-02-26,180.309,0.993,-0.007479129693094374
2024-02-27,181.772,1.008,0.008081615049407865
2024-02-28,180.567,0.993,-0.006647556900955279
2024-02-29,179.901,0.996,-0.0036998596111286184
2024-03-01,178.816,0.994,-0.006048725682826138
2024-03-04,174.277,0.975,-0.02570878826169429
2024-03-05,169.32,0.972,-0.028853393969247097
2024-03-06,168.325,0.994,-0.0058954578046777634
2024-03-07,168.206,0.999,-0.0007098652152743749
2024-03-08,169.928,1.01,0.010184606849909236
2024-03-11,171.938,1.012,0.01176222962060734
2024-03-12,172.416,1.003,0.0027746894572080964
2024-03-13,170.326,0.988,-0.01219661742458597
2024-03-14,172.187,1.011,0.010868059689132065
2024-03-15,171.809,0.998,-0.0021990682963872158
2024-03-18,172.904,1.006,0.00635226697790049
2024-03-19,175.252,1.014,0.013493621592620852
2024-03-20,177.83,1.015,0.014602131954209134
2024-03-21,170.565,0.959,-0.041715616416235425
2024-03-22,171.47,1.005,0.005296055496525127
2024-03-25,170.047,0.992,-0.008334988183388212
2024-03-26,168.912,0.993,-0.006694977377154082
2024-03-27,172.495,1.021,0.020990817904747175
2024-03-28,170.674,0.989,-0.01061523497268452
2024-04-01,169.231,0.992,-0.008491785299623899
2024-04-02,168.046,0.993,-0.007023432798093005
2024-04-03,168.853,1.005,0.004786089826423141
2024-04-04,168.027,0.995,-0.004904410524415442
2024-04-05,168.783,1.005,0.004491707583684961
2024-04-08,167.658,0.993,-0.006685763315215897
2024-04-09,168.873,1.007,0.007216298472223987
2024-04-10,166.991,0.989,-0.01120178370238854
2024-04-11,174.217,1.043,0.04236089668534989
2024-04-12,175.72,1.009,0.00858966575235988
2024-04-15,171.878,0.978,-0.02210603451110462
2024-04-16,168.584,0.981,-0.019353305375599587
2024-04-17,167.21,0.992,-0.008180763930846668
2024-04-18,166.255,0.994,-0.005730776977512216
2024-04-19,164.225,0.988,-0.012287819780159043
2024-04-22,165.061,1.005,0.005078038599850041
2024-04-23,166.116,1.006,0.00637129979607107
2024-04-24,168.226,1.013,0.01262236943400722
2024-04-25,169.092,1.005,0.005133994282498287
2024-04-26,168.504,0.997,-0.0034788325413514466
2024-04-29,172.685,1.025,0.02450534427744162
2024-04-30,169.53,0.982,-0.018439797464849552
2024-05-01,168.504,0.994,-0.006065546812591989
2024-05-02,172.217,1.022,0.021792660573253887
2024-05-03,182.518,1.06,0.05809561227485228
2024-05-06,180.856,0.991,-0.009148512164605428
2024-05-07,181.543,1.004,0.003789956674943419
2024-05-08,181.881,1.002,0.0018624241250388785
2024-05-09,183.703,1.01,0.009964396749023068
2024-05-10,182.437,0.993,-0.006913960532789174
2024-05-13,185.656,1.018,0.01749147693592642
2024-05-14,186.802,1.006,0.006154446944364866
2024-05-15,189.085,1.012,0.012144042901581208
2024-05-16,189.204,1.001,0.0006322322562473619
2024-05-17,189.234,1.0,0.0001579754692944226
2024-05-20,190.4,1.006,0.006143260844247993
2024-05-21,191.706,1.007,0.006833831908609462
2024-05-22,190.261,0.992,-0.007566986963250858
2024-05-23,186.254,0.979,-0.021283012423840928
2024-05-24,189.344,1.017,0.01645209777636328
2024-05-28,189.354,1.0,5.2622457931315e-05
2024-05-29,189.653,1.002,0.0015777897545477132
2024-05-30,190.649,1.005,0.005241418881180607
2024-05-31,191.606,1.005,0.005006021675533584
2024-06-03,193.38,1.009,0.009216151715922397
2024-06-04,193.699,1.002,0.001647928317597334
2024-06-05,195.214,1.008,0.00779043445853711
2024-06-06,193.829,0.993,-0.007121851688091251
2024-06-07,196.23,1.012,0.01231589016026154
2024-06-10,192.473,0.981,-0.01933343066439345
2024-06-11,206.456,1.073,0.07013139864440102
2024-06-12,212.356,1.029,0.028177614903447588
2024-06-13,213.522,1.005,0.005476183218518502
2024-06-14,211.778,0.992,-0.008201964846189333
2024-06-17,215.944,1.02,0.019480467422182922
2024-06-18,213.572,0.989,-0.011045277006011418
2024-06-20,208.978,0.978,-0.02174761014444757
2024-06-21,206.795,0.99,-0.010499406953092897
2024-06-24,207.443,1.003,0.003127805755939217
2024-06-25,208.37,1.004,0.004458243284314566
2024-06-26,212.536,1.02,0.019795997859450434
2024-06-27,213.383,1.004,0.0039780087543875445
2024-06-28,209.914,0.984,-0.016387753988233545
2024-07-01,216.024,1.029,0.02868912690845772
2024-07-02,219.532,1.016,0.016109520948014315
2024-07-03,220.808,1.006,0.005794224545898252
2024-07-05,225.582,1.022,0.021389932573596806
2024-07-08,227.057,1.007,0.006517591376598336
2024-07-09,227.914,1.004,0.003767724525009537
2024-07-10,232.2,1.019,0.01862897754736954
2024-07-11,226.808,0.977,-0.023494654134823476
2024-07-12,229.768,1.013,0.012966437311274804
2024-07-15,233.615,1.017,0.016604701241162593
2024-07-16,234.033,1.002,0.0017902107173682243
2024-07-17,228.113,0.975,-0.025621423148498124
2024-07-18,223.429,0.979,-0.02074858662227469
2024-07-19,223.559,1.001,0.0005797134264346539
2024-07-22,223.21,0.998,-0.0015615068719245476
2024-07-23,224.256,1.005,0.004677428812196777
2024-07-24,217.808,0.971,-0.029175878135798947
2024-07-25,216.761,0.995,-0.004816100408648748
2024-07-26,217.23,1.002,0.002158705160041938
2024-07-29,217.509,1.001,0.001283771836799957
2024-07-30,218.067,1.003,0.002562749962702419
2024-07-31,221.336,1.015,0.014879533898972438
2024-08-01,217.629,0.983,-0.016892650123625393
2024-08-02,219.124,1.007,0.006845923487471359
2024-08-05,208.569,0.952,-0.04936566217678884
2024-08-06,206.536,0.99,-0.009796025390799098
2024-08-07,209.117,1.012,0.012420829886868075
2024-08-08,212.595,1.017,0.016496449223864423
2024-08-09,215.516,1.014,0.013642446127483387
2024-08-12,217.052,1.007,0.007104604949250217
2024-08-13,220.784,1.017,0.017046946328814698
2024-08-14,221.233,1.002,0.0020316191328705493
2024-08-15,224.227,1.014,0.013439841891571297
2024-08-16,225.554,1.006,0.005901067130000776
2024-08-19,225.394,0.999,-0.0007081443935918581
2024-08-20,226.013,1.003,0.00274100057979897
2024-08-21,225.903,1.0,-0.0004857390312864346
2024-08-22,224.037,0.992,-0.008294072930435875
2024-08-23,226.342,1.01,0.010235615003603645
2024-08-26,226.681,1.001,0.0014977110217191272
2024-08-27,227.529,1.004,0.0037345937171613507
2024-08-28,225.993,0.993,-0.006776418696818179
2024-08-29,229.285,1.015,0.014465063772637421
2024-08-30,228.497,0.997,-0.003443861975940703
2024-09-03,222.281,0.973,-0.027582109878242066
2024-09-04,220.365,0.991,-0.00865612512409976
2024-09-05,221.892,1.007,0.006903900256664008
2024-09-06,220.335,0.993,-0.0070397647413981395
2024-09-09,220.425,1.0,0.0004075380892645038
2024-09-10,219.627,0.996,-0.0036280500273034384
2024-09-11,222.171,1.012,0.011518605628159585
2024-09-12,222.281,1.0,0.0004938959187133843
2024-09-13,222.011,0.999,-0.0012128256842595276
2024-09-16,215.845,0.972,-0.028168235783513407
2024-09-17,216.314,1.002,0.0021702600248984043
2024-09-18,220.205,1.018,0.017829921627724236
2024-09-19,228.367,1.037,0.03639514091948372
2024-09-20,227.699,0.997,-0.002931739943646299
2024-09-23,225.973,0.992,-0.007609931794704858
2024-09-24,226.871,1.004,0.003966169376964524
2024-09-25,225.873,0.996,-0.004407812440849207
2024-09-26,227.02,1.005,0.005067325209960724
2024-09-27,227.29,1.001,0.0011859474393442744
2024-09-30,232.488,1.023,0.02261432030275485
2024-10-01,225.713,0.971,-0.02957466836789881
2024-10-02,226.282,1.003,0.002516580499483809
2024-10-03,225.174,0.995,-0.0049066155099942
2024-10-04,226.302,1.005,0.004994880932335283
2024-10-07,221.203,0.977,-0.022788525372771064
2024-10-08,225.274,1.018,0.018236724872879286
2024-10-09,229.036,1.017,0.016560514759523887
2024-10-10,228.537,0.998,-0.002180709565511422
2024-10-11,227.05,0.993,-0.006526586174226093
2024-10-14,230.792,1.016,0.01634555472672354
2024-10-15,233.336,1.011,0.010964327826691427
2024-10-16,231.271,0.991,-0.008891264233627913
2024-10-17,231.64,1.002,0.0015950640067374522
2024-10-18,234.484,1.012,0.012201837197696514
2024-10-21,235.961,1.006,0.0062781055310274485
2024-10-22,235.342,0.997,-0.002625223301976332
2024-10-23,230.253,0.978,-0.021860225234767886
2024-10-24,230.064,0.999,-0.0008236725972155972
2024-10-25,230.902,1.004,0.003636502097341624
2024-10-28,232.887,1.009,0.00856267527365504
2024-10-29,233.157,1.001,0.0011561528407374728
2024-10-30,229.595,0.985,-0.01539581867423149
2024-10-31,225.414,0.982,-0.018377319198534164
2024-11-01,222.42,0.987,-0.0133685706627226
2024-11-04,221.522,0.996,-0.004045754223925359
2024-11-05,222.959,1.006,0.006465277482363723
2024-11-06,222.231,0.997,-0.003272283299563934
2024-11-07,226.98,1.021,0.021146925153982192
2024-11-08,226.711,0.999,-0.0011889106154221152
2024-11-11,223.984,0.988,-0.012101494233944108
2024-11-12,223.984,1.0,0.0
2024-11-13,224.873,1.004,0.003961283872802802
2024-11-14,227.969,1.014,0.01367651789709803
2024-11-15,224.753,0.986,-0.014209730591478287
2024-11-18,227.77,1.013,0.013332985939628984
2024-11-19,228.029,1.001,0.0011395580003046447
2024-11-20,228.748,1.003,0.0031490514805055008
2024-11-21,228.269,0.998,-0.002098220868550844
2024-11-22,229.618,1.006,0.005890169053299483
2024-11-25,232.614,1.013,0.012966421654385205
2024-11-26,234.802,1.009,0.009360429110504982
2024-11-27,234.672,0.999,-0.0005531822812282468
2024-11-29,237.069,1.01,0.010164002412875916
2024-12-02,239.327,1.01,0.009477507067357113
2024-12-03,242.383,1.013,0.012690952567357212
2024-12-04,242.743,1.001,0.0014825158879696238
2024-12-05,242.773,1.0,0.00012344907684701926
2024-12-06,242.573,0.999,-0.0008232608843984134
2024-12-09,246.479,1.016,0.015972929877624425
2024-12-10,247.498,1.004,0.004125199385403575
2024-12-11,246.219,0.995,-0.005179474908716754
2024-12-12,247.688,1.006,0.0059460727296458205
2024-12-13,247.857,1.001,0.0006853050861063307
2024-12-16,250.764,1.012,0.01165946795563418
2024-12-17,253.202,1.01,0.009672622642056254
2024-12-18,247.778,0.979,-0.021654546719868356
2024-12-19,249.516,1.007,0.006990201614131423
2024-12-20,254.211,1.019,0.018641043508313682
2024-12-23,254.99,1.003,0.00306026961125
2024-12-24,257.916,1.011,0.011412693717317735
2024-12-26,258.736,1.003,0.003170652777715847
2024-12-27,255.309,0.987,-0.013330586108350995
2024-12-30,251.923,0.987,-0.013352171986366934
2024-12-31,250.145,0.993,-0.00708291750071551
